risk_score,risk_level,ml_contribution,anomaly_contribution,rule_contribution,ml_fraud_prob,is_flagged,risk_factors,isFraud
35.43,LOW,0.0,5.43,30,0.0,False,"['Account completely drained', '>90% of balance transferred', 'Large origin balance discrepancy']",0
36.51,LOW,0.0,6.51,30,0.0,False,"['Account completely drained', '>90% of balance transferred', 'Large origin balance discrepancy']",0
37.01,LOW,0.0,7.01,30,0.0,False,"['Account completely drained', 'Both origin & dest balance errors', '>90% of balance transferred', 'Large origin balance discrepancy']",0
36.19,LOW,0.05,6.14,30,0.0009,False,"['Account completely drained', '>90% of balance transferred', 'Large origin balance discrepancy']",0
37.43,LOW,0.0,7.43,30,0.0,False,"['Account completely drained', '>90% of balance transferred', 'Large origin balance discrepancy', 'Very large transaction (>₹1M)']",0
35.19,LOW,0.05,5.14,30,0.0009,False,"['Account completely drained', '>90% of balance transferred', 'Large origin balance discrepancy']",0
35.2,LOW,0.05,5.15,30,0.0009,False,"['Account completely drained', '>90% of balance transferred', 'Large origin balance discrepancy']",0
37.8,LOW,0.0,7.8,30,0.0,False,"['Account completely drained', '>90% of balance transferred', 'Large origin balance discrepancy']",0
36.38,LOW,0.0,6.38,30,0.0,False,"['Account completely drained', '>90% of balance transferred', 'Large origin balance discrepancy']",0
35.13,LOW,0.0,5.13,30,0.0,False,"['Account completely drained', '>90% of balance transferred', 'Large origin balance discrepancy']",0
37.35,LOW,0.0,7.35,30,0.0,False,"['Account completely drained', '>90% of balance transferred', 'Large origin balance discrepancy']",0
35.14,LOW,0.0,5.14,30,0.0,False,"['Account completely drained', '>90% of balance transferred', 'Large origin balance discrepancy']",0
35.26,LOW,0.0,5.26,30,0.0,False,"['Account completely drained', '>90% of balance transferred', 'Large origin balance discrepancy']",0
35.18,LOW,0.05,5.13,30,0.0009,False,"['Account completely drained', '>90% of balance transferred', 'Large origin balance discrepancy']",0
35.27,LOW,0.05,5.23,30,0.0009,False,"['Account completely drained', '>90% of balance transferred', 'Large origin balance discrepancy']",0
36.37,LOW,0.0,6.37,30,0.0,False,"['Account completely drained', '>90% of balance transferred', 'Large origin balance discrepancy']",0
37.12,LOW,0.0,7.12,30,0.0,False,"['Account completely drained', '>90% of balance transferred', 'Large origin balance discrepancy']",0
8.58,LOW,0.1,8.48,0,0.002,False,[],0
36.74,LOW,0.05,6.69,30,0.0009,False,"['Account completely drained', '>90% of balance transferred', 'Large origin balance discrepancy']",0
35.26,LOW,0.0,5.26,30,0.0,False,"['Account completely drained', '>90% of balance transferred', 'Large origin balance discrepancy']",0
35.22,LOW,0.05,5.17,30,0.0009,False,"['Account completely drained', '>90% of balance transferred', 'Large origin balance discrepancy']",0
15.51,LOW,0.15,8.36,7,0.0029,False,['Destination had zero balance'],0
36.5,LOW,0.0,6.5,30,0.0,False,"['Account completely drained', '>90% of balance transferred', 'Large origin balance discrepancy']",0
36.26,LOW,0.27,5.98,30,0.0055,False,"['Account completely drained', '>90% of balance transferred', 'Large origin balance discrepancy']",0
35.47,LOW,0.05,5.43,30,0.0009,False,"['Account completely drained', '>90% of balance transferred', 'Large origin balance discrepancy']",0
35.46,LOW,0.05,5.42,30,0.0009,False,"['Account completely drained', '>90% of balance transferred', 'Large origin balance discrepancy']",0
35.65,LOW,0.05,5.6,30,0.0009,False,"['Account completely drained', '>90% of balance transferred', 'Large origin balance discrepancy']",0
35.2,LOW,0.05,5.16,30,0.0009,False,"['Account completely drained', '>90% of balance transferred', 'Large origin balance discrepancy']",0
35.71,LOW,0.05,5.66,30,0.0009,False,"['Account completely drained', '>90% of balance transferred', 'Large origin balance discrepancy']",0
35.65,LOW,0.05,5.6,30,0.0009,False,"['Account completely drained', '>90% of balance transferred', 'Large origin balance discrepancy']",0
36.44,LOW,0.0,6.44,30,0.0,False,"['Account completely drained', '>90% of balance transferred', 'Large origin balance discrepancy']",0
35.48,LOW,0.05,5.43,30,0.0009,False,"['Account completely drained', '>90% of balance transferred', 'Large origin balance discrepancy']",0
38.54,LOW,0.0,8.54,30,0.0,False,"['Account completely drained', 'Both origin & dest balance errors', '>90% of balance transferred', 'Large origin balance discrepancy']",0
37.02,LOW,0.0,7.02,30,0.0001,False,"['Account completely drained', '>90% of balance transferred', 'Large origin balance discrepancy', 'Destination had zero balance']",0
15.14,LOW,0.15,8.0,7,0.0029,False,['Destination had zero balance'],0
37.86,LOW,0.0,7.86,30,0.0,False,"['Account completely drained', 'Both origin & dest balance errors', '>90% of balance transferred', 'Large origin balance discrepancy']",0
35.61,LOW,0.05,5.57,30,0.0009,False,"['Account completely drained', '>90% of balance transferred', 'Large origin balance discrepancy']",0
38.19,LOW,0.0,8.19,30,0.0,False,"['Account completely drained', 'Both origin & dest balance errors', '>90% of balance transferred', 'Large origin balance discrepancy']",0
35.56,LOW,0.0,5.56,30,0.0,False,"['Account completely drained', '>90% of balance transferred', 'Large origin balance discrepancy']",0
36.47,LOW,0.05,6.43,30,0.0009,False,"['Account completely drained', '>90% of balance transferred', 'Large origin balance discrepancy']",0
36.91,LOW,0.0,6.91,30,0.0,False,"['Account completely drained', '>90% of balance transferred', 'Large origin balance discrepancy']",0
36.35,LOW,0.05,6.31,30,0.0009,False,"['Account completely drained', '>90% of balance transferred', 'Large origin balance discrepancy', 'Destination had zero balance']",0
35.34,LOW,0.0,5.34,30,0.0,False,"['Account completely drained', '>90% of balance transferred', 'Large origin balance discrepancy']",0
35.15,LOW,0.0,5.15,30,0.0,False,"['Account completely drained', '>90% of balance transferred', 'Large origin balance discrepancy']",0
36.43,LOW,0.0,6.43,30,0.0,False,"['Account completely drained', '>90% of balance transferred', 'Large origin balance discrepancy']",0
35.18,LOW,0.0,5.18,30,0.0,False,"['Account completely drained', '>90% of balance transferred', 'Large origin balance discrepancy']",0
36.12,LOW,0.05,6.07,30,0.0009,False,"['Account completely drained', '>90% of balance transferred', 'Large origin balance discrepancy', 'Destination had zero balance']",0
35.12,LOW,0.0,5.12,30,0.0,False,"['Account completely drained', '>90% of balance transferred', 'Large origin balance discrepancy']",0
35.68,LOW,0.0,5.68,30,0.0,False,"['Account completely drained', '>90% of balance transferred', 'Large origin balance discrepancy']",0
35.46,LOW,0.05,5.41,30,0.0009,False,"['Account completely drained', '>90% of balance transferred', 'Large origin balance discrepancy']",0
39.45,LOW,0.0,9.45,30,0.0,False,"['Account completely drained', '>90% of balance transferred', 'Large origin balance discrepancy', 'Very large transaction (>₹1M)']",0
35.47,LOW,0.05,5.42,30,0.0009,False,"['Account completely drained', '>90% of balance transferred', 'Large origin balance discrepancy']",0
35.45,LOW,0.05,5.41,30,0.0009,False,"['Account completely drained', '>90% of balance transferred', 'Large origin balance discrepancy']",0
36.46,LOW,0.0,6.46,30,0.0,False,"['Account completely drained', 'Both origin & dest balance errors', '>90% of balance transferred', 'Large origin balance discrepancy']",0
36.04,LOW,0.05,5.99,30,0.0009,False,"['Account completely drained', '>90% of balance transferred', 'Large origin balance discrepancy', 'Destination had zero balance']",0
37.92,LOW,0.0,7.92,30,0.0,False,"['Account completely drained', 'Both origin & dest balance errors', '>90% of balance transferred', 'Large origin balance discrepancy']",0
36.69,LOW,0.0,6.69,30,0.0,False,"['Account completely drained', 'Both origin & dest balance errors', '>90% of balance transferred', 'Large origin balance discrepancy']",0
7.66,LOW,0.05,7.61,0,0.0009,False,[],0
36.48,LOW,0.0,6.48,30,0.0,False,"['Account completely drained', 'Both origin & dest balance errors', '>90% of balance transferred', 'Large origin balance discrepancy']",0
35.42,LOW,0.0,5.42,30,0.0,False,"['Account completely drained', '>90% of balance transferred', 'Large origin balance discrepancy']",0
36.98,LOW,0.0,6.98,30,0.0,False,"['Account completely drained', 'Both origin & dest balance errors', '>90% of balance transferred', 'Large origin balance discrepancy']",0
35.66,LOW,0.05,5.61,30,0.0009,False,"['Account completely drained', '>90% of balance transferred', 'Large origin balance discrepancy']",0
36.02,LOW,0.05,5.97,30,0.0009,False,"['Account completely drained', '>90% of balance transferred', 'Large origin balance discrepancy', 'Destination had zero balance']",0
36.7,LOW,0.11,6.59,30,0.0023,False,"['Account completely drained', '>90% of balance transferred', 'Large origin balance discrepancy', 'Destination had zero balance']",0
35.62,LOW,0.05,5.57,30,0.0009,False,"['Account completely drained', '>90% of balance transferred', 'Large origin balance discrepancy']",0
36.1,LOW,0.05,6.06,30,0.0009,False,"['Account completely drained', '>90% of balance transferred', 'Large origin balance discrepancy']",0
36.02,LOW,0.0,6.02,30,0.0,False,"['Account completely drained', '>90% of balance transferred', 'Large origin balance discrepancy', 'Destination had zero balance']",0
36.19,LOW,0.05,6.14,30,0.0009,False,"['Account completely drained', '>90% of balance transferred', 'Large origin balance discrepancy', 'Destination had zero balance']",0
35.15,LOW,0.0,5.15,30,0.0,False,"['Account completely drained', '>90% of balance transferred', 'Large origin balance discrepancy']",0
35.37,LOW,0.0,5.37,30,0.0,False,"['Account completely drained', '>90% of balance transferred', 'Large origin balance discrepancy']",0
35.97,LOW,0.05,5.93,30,0.0009,False,"['Account completely drained', '>90% of balance transferred', 'Large origin balance discrepancy', 'Destination had zero balance']",0
36.82,LOW,0.0,6.82,30,0.0,False,"['Account completely drained', '>90% of balance transferred', 'Large origin balance discrepancy']",0
37.71,LOW,0.0,7.71,30,0.0,False,"['Account completely drained', 'Both origin & dest balance errors', '>90% of balance transferred', 'Large origin balance discrepancy']",0
35.55,LOW,0.0,5.55,30,0.0,False,"['Account completely drained', '>90% of balance transferred', 'Large origin balance discrepancy']",0
35.96,LOW,0.0,5.96,30,0.0,False,"['Account completely drained', '>90% of balance transferred', 'Large origin balance discrepancy']",0
35.25,LOW,0.05,5.2,30,0.0009,False,"['Account completely drained', '>90% of balance transferred', 'Large origin balance discrepancy']",0
37.8,LOW,0.0,7.8,30,0.0,False,"['Account completely drained', '>90% of balance transferred', 'Large origin balance discrepancy', 'Destination had zero balance', 'Very large transaction (>₹1M)']",0
36.5,LOW,0.0,6.5,30,0.0,False,"['Account completely drained', 'Both origin & dest balance errors', '>90% of balance transferred', 'Large origin balance discrepancy']",0
35.19,LOW,0.05,5.15,30,0.0009,False,"['Account completely drained', '>90% of balance transferred', 'Large origin balance discrepancy']",0
36.33,LOW,0.0,6.33,30,0.0,False,"['Account completely drained', '>90% of balance transferred', 'Large origin balance discrepancy']",0
35.59,LOW,0.05,5.54,30,0.0009,False,"['Account completely drained', '>90% of balance transferred', 'Large origin balance discrepancy']",0
35.37,LOW,0.05,5.33,30,0.0009,False,"['Account completely drained', '>90% of balance transferred', 'Large origin balance discrepancy']",0
35.56,LOW,0.0,5.56,30,0.0,False,"['Account completely drained', '>90% of balance transferred', 'Large origin balance discrepancy']",0
36.47,LOW,0.0,6.47,30,0.0,False,"['Account completely drained', '>90% of balance transferred', 'Large origin balance discrepancy']",0
36.19,LOW,0.05,6.14,30,0.0009,False,"['Account completely drained', '>90% of balance transferred', 'Large origin balance discrepancy', 'Destination had zero balance']",0
35.59,LOW,0.05,5.54,30,0.0009,False,"['Account completely drained', '>90% of balance transferred', 'Large origin balance discrepancy']",0
35.59,LOW,0.05,5.54,30,0.0009,False,"['Account completely drained', '>90% of balance transferred', 'Large origin balance discrepancy']",0
35.49,LOW,0.05,5.44,30,0.0009,False,"['Account completely drained', '>90% of balance transferred', 'Large origin balance discrepancy']",0
35.61,LOW,0.05,5.56,30,0.0009,False,"['Account completely drained', '>90% of balance transferred', 'Large origin balance discrepancy']",0
35.46,LOW,0.05,5.41,30,0.0009,False,"['Account completely drained', '>90% of balance transferred', 'Large origin balance discrepancy']",0
36.58,LOW,0.0,6.58,30,0.0,False,"['Account completely drained', 'Both origin & dest balance errors', '>90% of balance transferred', 'Large origin balance discrepancy']",0
35.09,LOW,0.0,5.09,30,0.0,False,"['Account completely drained', '>90% of balance transferred', 'Large origin balance discrepancy']",0
36.03,LOW,0.05,5.98,30,0.0009,False,"['Account completely drained', '>90% of balance transferred', 'Large origin balance discrepancy', 'Destination had zero balance']",0
36.38,LOW,0.0,6.38,30,0.0,False,"['Account completely drained', '>90% of balance transferred', 'Large origin balance discrepancy']",0
36.75,LOW,0.0,6.74,30,0.0001,False,"['Account completely drained', '>90% of balance transferred', 'Large origin balance discrepancy']",0
37.04,LOW,0.0,7.03,30,0.0001,False,"['Account completely drained', '>90% of balance transferred', 'Large origin balance discrepancy', 'Destination had zero balance']",0
36.36,LOW,0.28,6.09,30,0.0055,False,"['Account completely drained', '>90% of balance transferred', 'Large origin balance discrepancy']",0
36.54,LOW,0.0,6.54,30,0.0,False,"['Account completely drained', '>90% of balance transferred', 'Large origin balance discrepancy']",0
36.04,LOW,0.0,6.04,30,0.0,False,"['Account completely drained', '>90% of balance transferred', 'Large origin balance discrepancy', 'Destination had zero balance']",0
35.53,LOW,0.0,5.53,30,0.0,False,"['Account completely drained', '>90% of balance transferred', 'Large origin balance discrepancy']",0
35.18,LOW,0.05,5.14,30,0.0009,False,"['Account completely drained', '>90% of balance transferred', 'Large origin balance discrepancy']",0
35.4,LOW,0.0,5.4,30,0.0,False,"['Account completely drained', '>90% of balance transferred', 'Large origin balance discrepancy']",0
